"Taxon Name", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Kickxia spuria", "yes", "1", "1", "Kickxia spuria (Linnaeus) Dumortier", "(Linnaeus) Dumortier", "Kickxia spuria", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Plantaginaceae;Antirrhineae;Kickxia"
"Kindbergia oregana", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Kindbergia praelonga", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Kopsiopsis hookeri", "yes", "1", "1", "Kopsiopsis hookeri (Walpers) Govaerts", "(Walpers) Govaerts", "Kopsiopsis hookeri", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Orobanchaceae;Orobancheae;Kopsiopsis"
"Krigia virginica", "yes", "1", "1", "Krigia virginica (Linnaeus) Willdenow", "(Linnaeus) Willdenow", "Krigia virginica", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Krigia"
"Lactuca canadensis", "yes", "1", "1", "Lactuca canadensis Linnaeus", "Linnaeus", "Lactuca canadensis", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Lactuca"
"Lactuca ludoviciana", "yes", "1", "1", "Lactuca ludoviciana (Nuttall) Riddell", "(Nuttall) Riddell", "Lactuca ludoviciana", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Lactuca"
"Lapsana communis", "yes", "1", "1", "Lapsana communis Linnaeus", "Linnaeus", "Lapsana communis", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Lapsana"
"Larix occidentalis", "yes", "1", "1", "Larix occidentalis Nuttall", "Nuttall", "Larix occidentalis", "species", "FNA Editorial Committee. 1993. Flora of North America north of Mexico. Volume 2: Pteridophytes and Gymnosperms. Oxford University Press, New York.", "accepted", "Equisetopsida;Pinidae;Pinales;Pinaceae;Larix;Larix sect. Multiseriales"
"Lasthenia glaberrima", "yes", "1", "1", "Lasthenia glaberrima de Candolle", "de Candolle", "Lasthenia glaberrima", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Madieae;Lasthenia;Lasthenia sect. Lasthenia"
"Lasthenia maritima", "yes", "1", "1", "Lasthenia maritima (A. Gray) M.C. Vasey", "(A. Gray) M.C. Vasey", "Lasthenia maritima", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 21: Magnoliophyta: Asteridae, part 8: Asteraceae, part 3. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Madieae;Lasthenia;Lasthenia sect. Ptilomeris"
"Leersia", "yes", "1", "1", "Leersia Swartz", "Swartz", "Leersia", "genus", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Oryzoideae;Oryzeae;Oryzinae"
"Leersia oryzoides", "yes", "1", "1", "Leersia oryzoides (Linnaeus) Swartz", "(Linnaeus) Swartz", "Leersia oryzoides", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Oryzoideae;Oryzeae;Oryzinae;Leersia"
"Lemna minor", "yes", "1", "1", "Lemna minor Linnaeus", "Linnaeus", "Lemna minor", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Alismatales;Araceae;Lemnoideae;Lemna"
"Leontodon saxatilis", "yes", "1", "1", "Leontodon saxatilis Lamarck", "Lamarck", "Leontodon saxatilis", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Leontodon"
"Leontodon saxatilis subsp. saxatilis", "yes", "1", "1", "Leontodon saxatilis Lamarck subsp. saxatilis", "Lamarck", "Leontodon saxatilis subsp. saxatilis", "subspecies", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Cichorioideae;Cichorieae;Leontodon;Leontodon saxatilis"
"Lepidium campestre", "yes", "1", "1", "Lepidium campestre (Linnaeus) W.T. Aiton", "(Linnaeus) W.T. Aiton", "Lepidium campestre", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lepidieae;Lepidium"
"Lepidium didymum", "yes", "1", "1", "Lepidium didymum Linnaeus", "Linnaeus", "Lepidium didymum", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lepidieae;Lepidium"
"Lepidium heterophyllum", "yes", "1", "1", "Lepidium heterophyllum Bentham", "Bentham", "Lepidium heterophyllum", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lepidieae;Lepidium"
"Lepidium virginicum", "yes", "1", "1", "Lepidium virginicum Linnaeus", "Linnaeus", "Lepidium virginicum", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lepidieae;Lepidium"
"Lepidium virginicum subsp. menziesii", "yes", "1", "1", "Lepidium virginicum subsp. menziesii (de Candolle) Thellung", "(de Candolle) Thellung", "Lepidium virginicum subsp. menziesii", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lepidieae;Lepidium;Lepidium virginicum"
"Lepidium virginicum subsp. virginicum", "yes", "1", "1", "Lepidium virginicum Linnaeus subsp. virginicum", "Linnaeus", "Lepidium virginicum subsp. virginicum", "subspecies", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lepidieae;Lepidium;Lepidium virginicum"
"Leptochloa", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Leptochloa chinensis", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Leptochloa fusca", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Leptochloa fusca subsp. fascicularis", "yes", "1", "1", "Diplachne fusca subsp. fascicularis (Lamarck) P.M. Peterson & N. Snow", "(Lamarck) N. Snow", "Leptochloa fusca subsp. fascicularis", "subspecies", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 25: Poaceae (part 2). Oxford University Press, New York.", "synonym", "NULL"
"Leptochloa fusca subsp. fusca", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Leptochloa fusca subsp. uninervia", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Leucolepis acanthoneura", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Lewisia columbiana", "yes", "1", "1", "Lewisia columbiana (Howell ex A. Gray) B.L. Robinson", "(Howell ex A. Gray) B.L. Robinson", "Lewisia columbiana", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Montiaceae;Lewisia"
"Lewisia columbiana var. columbiana", "yes", "1", "1", "Lewisia columbiana (Howell ex A. Gray) B.L. Robinson var. columbiana", "(Howell ex A. Gray) B.L. Robinson", "Lewisia columbiana var. columbiana", "variety", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Montiaceae;Lewisia;Lewisia columbiana"
"Lewisia columbiana var. rupicola", "yes", "1", "1", "Lewisia columbiana var. rupicola (English) C.L. Hitchcock", "(English) C.L. Hitchcock", "Lewisia columbiana var. rupicola", "variety", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Montiaceae;Lewisia;Lewisia columbiana"
"Lewisia triphylla", "yes", "1", "1", "Lewisia triphylla (S. Watson) B.L. Robinson", "(S. Watson) B.L. Robinson", "Lewisia triphylla", "species", "FNA Editorial Committee. 2003. Flora of North America north of Mexico. Volume 4: Magnoliophyta: Caryophyllidae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Caryophyllanae;Caryophyllales;Montiaceae;Lewisia"
"Leymus triticoides", "yes", "1", "1", "Leymus triticoides (Buckley) Pilger", "(Buckley) Pilger", "Leymus triticoides", "species", "FNA Editorial Committee. 2007. Flora of North America north of Mexico. Volume 24: Poaceae (part 1). Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Poaceae;Pooideae;Triticeae;Hordeinae;Leymus"
"Leymus ?-vancouverensis", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Lilium columbianum", "yes", "1", "1", "Lilium columbianum Leichtlin", "Leichtlin", "Lilium columbianum", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Liliaceae;Lilioideae;Lilieae;Lilium"
"Limnanthes macounii", "yes", "1", "1", "Limnanthes macounii Trelease", "Trelease", "Limnanthes macounii", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Limnanthaceae;Limnanthes;Limnanthes sect. Limnanthes"
"Linaria purpurea", "yes", "1", "1", "Linaria purpurea (Linnaeus) Miller", "(Linnaeus) Miller", "Linaria purpurea", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Plantaginaceae;Antirrhineae;Linaria"
"Lindernia dubia", "yes", "1", "1", "Lindernia dubia (Linnaeus) Pennell", "(Linnaeus) Pennell", "Lindernia dubia", "species", "FNA Editorial Committee. 2019. Flora of North America north of Mexico. Volume 17. Magnoliophyta: Tetrachondraceae to Orobanchaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Lamiales;Linderniaceae;Lindernia"
"Linum bienne", "yes", "1", "1", "Linum bienne Miller", "Miller", "Linum bienne", "species", "FNA Editorial Committee. 2016. Flora of North America north of Mexico. Volume 12. Magnoliophyta: Vitaceae to Garryaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malpighiales;Linaceae;Linoideae;Linum;Linum sect. Linum"
"Linum catharticum", "yes", "1", "1", "Linum catharticum Linnaeus", "Linnaeus", "Linum catharticum", "species", "FNA Editorial Committee. 2016. Flora of North America north of Mexico. Volume 12. Magnoliophyta: Vitaceae to Garryaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malpighiales;Linaceae;Linoideae;Linum;Linum sect. Cathartolinum"
"Linum perenne", "yes", "1", "1", "Linum perenne Linnaeus", "Linnaeus", "Linum perenne", "species", "", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Malpighiales;Linaceae;Linoideae;Linum;Linum sect. Linum"
"Liparis loeselii", "yes", "1", "1", "Liparis loeselii (Linnaeus) Richard", "(Linnaeus) Richard", "Liparis loeselii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Asparagales;Orchidaceae;Epidendroideae;Malaxideae;Malaxidinae;Liparis"
"Lipocarpha micrantha", "yes", "1", "1", "Cyperus subsquarrosus (Muhlenberg) Bauters", "(Vahl) G.C. Tucker", "Lipocarpha micrantha", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "synonym", "NULL"
"Lithophragma tenellum", "yes", "1", "1", "Lithophragma tenellum Nuttall ex Torrey & A. Gray", "Nuttall ex Torrey & A. Gray", "Lithophragma tenellum", "species", "FNA Editorial Committee. 2009. Flora of North America north of Mexico. Volume 8: Magnoliophyta: Paeoniaceae to Ericaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Saxifraganae;Saxifragales;Saxifragaceae;Lithophragma"
"Lloydia serotina var. flava", "yes", "1", "1", "Lloydia serotina var. flava (Calder & Roy L. Taylor) B. Boivin", "(Calder & Roy L. Taylor) B. Boivin", "Lloydia serotina var. flava", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Liliaceae;Lilioideae;Tulipeae;Lloydia;Lloydia serotina"
"Lloydia serotina var. serotina", "yes", "1", "1", "Lloydia serotina (Linnaeus) Salisbury ex Reichenbach var. serotina", "(Linnaeus) Salisbury ex Reichenbach", "Lloydia serotina var. serotina", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 26: Agavaceae, Aloaceae, Burmanniaceae, Dioscoreaceae, Haemodoraceae, Iridaceae, Liliaceae, Orchidaceae, Pontederiaceae, Smilacaceae and Stemonaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Liliales;Liliaceae;Lilioideae;Tulipeae;Lloydia;Lloydia serotina"
"Lobularia maritima", "yes", "1", "1", "Lobularia maritima (Linnaeus) Desvaux", "(Linnaeus) Desvaux", "Lobularia maritima", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Anastaticeae;Lobularia"
"Loeskypnum wickesiae", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Logfia arvensis", "yes", "1", "1", "Logfia arvensis (Linnaeus) Holub", "(Linnaeus) Holub", "Logfia arvensis", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 19: Magnoliophyta: Asteridae, part 6: Asteraceae, part 1. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Gnaphalieae;Logfia"
"Luina hypoleuca", "yes", "1", "1", "Luina hypoleuca Bentham", "Bentham", "Luina hypoleuca", "species", "FNA Editorial Committee. 2006. Flora of North America north of Mexico. Volume 20: Magnoliophyta: Asteridae, part 7: Asteraceae, part 2. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Asteranae;Asterales;Asteraceae;Asteroideae;Senecioneae;Luina"
"Lunaria annua", "yes", "1", "1", "Lunaria annua Linnaeus", "Linnaeus", "Lunaria annua", "species", "FNA Editorial Committee. 2010. Flora of North America north of Mexico. Volume 7: Magnoliophyta: Salicaceae to Brassicaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Rosanae;Brassicales;Brassicaceae;Lunarieae;Lunaria"
"Luzula arctica", "yes", "1", "1", "Luzula nivalis (Laestadius) Sprengel", "Blytt", "Luzula arctica", "species", "Kirschner, J. et al. 2002. Species Plantarum: Flora of the World. Part 6, Juncaceae 1: Rostkovia to Luzula. 237 pp. Part 7, Juncaceae 2: Juncus subg. Juncus. 336 pp. Part 8, Juncaceae 3: Juncus subg. Agathryon. Australian Biological Resources Study, Canberra. 192 pp.", "synonym", "NULL"
"Luzula confusa", "yes", "1", "1", "Luzula confusa Lindeberg", "Lindeberg", "Luzula confusa", "species", "FNA Editorial Committee. 2000. Flora of North America north of Mexico. Volume 22: Magnoliophyta: Alismatidae Arecidae, Commelinidae (in Part), and Zingiberidae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Juncaceae;Luzula;Luzula subg. Luzula;Luzula sect. Thyrsanochlamydeae"
