"Taxon Name", "Match", "Number of Matches", "Matches"
"Carex Tuckermanii", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Vacillans", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Carex Viridula Var. Elatior", "yes", "48", "Carex Linnaeus, Carex scoparia Schkuhr ex Willdenow, Carex viridula subsp. brachyrrhyncha (Celakovsky) B. Schmid, Carex holostoma Drejer, Carex projecta Mackenzie, Carex adelostoma V.I. Kreczetowicz, Carex scopulorum var. bracteosa (L.H. Bailey) F.J. Hermann, Carex laeviconica Dewey, Carex gynocrates Wormskjold ex Drejer, Carex cryptolepis Mackenzie, Carex waponahkikensis Lovit & A. Haines, Carex hyalinolepis Steudel, Carex albicans Willdenow ex Sprengel var. albicans, Carex albicans Willdenow ex Sprengel, Carex atrosquama Mackenzie, Carex rufina Drejer, Carex spicata Hudson, Carex pachystachya Chamisso ex Steudel, Carex seorsa Howe, Carex distans Linnaeus, Carex brunnescens subsp. sphaerostachya (Tuckerman) Kalela, Carex pendula Hudson, Carex deweyana var. collectanea Fernald, Carex divulsa Stokes, Carex athrostachya Olney, Carex capillaris subsp. fuscidula (V.I. Kreczetovicz ex T.V. Egorova) Á. Löve & D. Löve, Carex atlantica subsp. capillacea (L.H. Bailey) Reznicek, Carex filifolia Nuttall, Carex hirtifolia Mackenzie, Carex anthoxanthea J. Presl & C. Presl, Carex tonsa (Fernald) E.P. Bicknell, Carex tonsa var. rugosperma (Mackenzie) Crins, Carex oligocarpa Willdenow, Carex tonsa (Fernald) E.P. Bicknell var. tonsa, Carex obtusata Liljeblad, Carex sychnocephala J. Carey, Carex rotundata Wahlenberg, Carex lasiocarpa Ehrhart, Carex lasiocarpa subsp. americana (Fernald) D. Löve & J.-P. Bernard, Carex trichocarpa Muhlenberg ex Willdenow, Carex laevivaginata (Kükenthal) Mackenzie, Carex annectens (E.P. Bicknell) E.P. Bicknell, Carex amplifolia Boott, Carex macrochaeta C.A. Meyer, Carex podocarpa R. Brown, Carex macrocephala Willdenow ex Sprengel, Carex platyphylla J. Carey, Carex chordorrhiza Linnaeus f."
"Celastrus Orbiculatus", "yes", "1", "Celastrus Linnaeus"
"Centaurea Benedicta", "yes", "4", "Centaurea Linnaeus nom. cons., Centaurea macrocephala Mussin-Puschkin  ex Willdenow, Centaurea scabiosa Linnaeus, Rhaponticum repens (Linnaeus) Hidalgo"
"Chenopodium Glaucum Var. Glaucum", "yes", "1", "Chenopodium Linnaeus"
"Chenopodium Polyspermum", "yes", "1", "Chenopodium Linnaeus"
"Chenopodium Polyspermum Var. Acutifolium", "yes", "1", "Chenopodium Linnaeus"
"Chrysosplenium Americanum", "yes", "1", "Chrysosplenium Linnaeus"
"Cinna Arundinacea", "yes", "4", "Cinna Linnaeus, Greeneochloa coarctata P.M. Peterson, Soreng, Romasch. & Barberá, Cinna latifolia (Treviranus ex Göppinger) Grisebach, Cinna arundinacea Linnaeus"
"Cirriphyllum Piliferum", "no", "0", "NA"
"Claytonia Caroliniana", "yes", "7", "Claytonia Linnaeus, Claytonia sibirica Linnaeus, Claytonia megarhiza (A. Gray) Parry ex S. Watson, Claytonia ×washingtoniana (Suksdorf) Suksdorf, Claytonia ogilviensis McNeill, Claytonia exigua subsp. glauca (Nuttall ex Torrey & A. Gray) John M. Miller & K.L. Chambers, Claytonia scammaniana Hultén"
"Clematis Occidentalis Var. Occidentalis", "yes", "17", "Clematis Linnaeus, Clematis terniflora de Candolle, Clematis campaniflora Brotero, Clematis orientalis Linnaeus, Clematis vitalba Linnaeus, Clematis tangutica (Maximowicz) Korshinsky var. tangutica, Clematis tangutica (Maximowicz) Korshinsky, Clematis recta Linnaeus, Clematis viticella Linnaeus, Clematis serratifolia Rehder, Clematis occidentalis (Hornemann) de Candolle var. occidentalis, Clematis occidentalis (Hornemann) de Candolle, Clematis integrifolia Linnaeus, Clematis viorna Linnaeus, Clematis virginiana Linnaeus, Clematis ligusticifolia Nuttall, Clematis occidentalis var. grosseserrata (Rydberg) J.S. Pringle"
"Comptonia Peregrina", "yes", "2", "Comptonia L’Héritier, Comptonia peregrina (Linnaeus) J.M. Coulter"
"Convallaria Majalis Var. Majalis", "yes", "3", "Convallaria Linnaeus, Drymocallis convallaria (Rydberg) Rydberg, Drymocallis convallaria (Rydberg) Rydberg"
"Cornus Obliqua", "yes", "1", "Cornus Linnaeus"
"Cotula Coronopifolia", "yes", "4", "Cotula Linnaeus, Anthemis cotula Linnaeus, Anthemis cotula Linnaeus, Anthemis cotula Linnaeus"
"Crataegus Flabellata", "yes", "1", "Crataegus Linnaeus nom. cons."
"Crataegus Jonesiae", "yes", "1", "Crataegus Linnaeus nom. cons."
"Crataegus Macrosperma", "yes", "1", "Crataegus Linnaeus nom. cons."
"Crataegus Punctata", "yes", "1", "Crataegus Linnaeus nom. cons."
"Crataegus Scabrida", "yes", "1", "Crataegus Linnaeus nom. cons."
"Crataegus Scabrida Var. Scabrida", "yes", "1", "Crataegus Linnaeus nom. cons."
"Crataegus Submollis", "yes", "1", "Crataegus Linnaeus nom. cons."
"Cyperus Dentatus", "yes", "18", "Cyperus Linnaeus, Cyperus squarrosus Linnaeus, Cyperus fuscus Linnaeus, Carex pseudocyperus Linnaeus, Cyperus odoratus Linnaeus, Cyperus houghtonii Torrey, Cyperus diandrus Torrey, Cyperus erythrorhizos Muhlenberg, Cyperus bipartitus Torrey, Cyperus schweinitzii Torrey, Cyperus acuminatus Torrey & Hooker ex Torrey, Cyperus lupulinus (Sprengel) Marcks subsp. lupulinus, Cyperus lupulinus (Sprengel) Marcks, Cyperus lupulinus subsp. macilentus (Fernald) Marcks, Cyperus strigosus Linnaeus, Cyperus eragrostis Lamarck, Cyperus dentatus Torrey, Cyperus flavescens Linnaeus"
"Cyperus Diandrus", "yes", "18", "Cyperus Linnaeus, Cyperus squarrosus Linnaeus, Cyperus fuscus Linnaeus, Carex pseudocyperus Linnaeus, Cyperus odoratus Linnaeus, Cyperus houghtonii Torrey, Cyperus diandrus Torrey, Cyperus erythrorhizos Muhlenberg, Cyperus bipartitus Torrey, Cyperus schweinitzii Torrey, Cyperus acuminatus Torrey & Hooker ex Torrey, Cyperus lupulinus (Sprengel) Marcks subsp. lupulinus, Cyperus lupulinus (Sprengel) Marcks, Cyperus lupulinus subsp. macilentus (Fernald) Marcks, Cyperus strigosus Linnaeus, Cyperus eragrostis Lamarck, Cyperus dentatus Torrey, Cyperus flavescens Linnaeus"
"Cyperus Lupulinus", "yes", "18", "Cyperus Linnaeus, Cyperus squarrosus Linnaeus, Cyperus fuscus Linnaeus, Carex pseudocyperus Linnaeus, Cyperus odoratus Linnaeus, Cyperus houghtonii Torrey, Cyperus diandrus Torrey, Cyperus erythrorhizos Muhlenberg, Cyperus bipartitus Torrey, Cyperus schweinitzii Torrey, Cyperus acuminatus Torrey & Hooker ex Torrey, Cyperus lupulinus (Sprengel) Marcks subsp. lupulinus, Cyperus lupulinus (Sprengel) Marcks, Cyperus lupulinus subsp. macilentus (Fernald) Marcks, Cyperus strigosus Linnaeus, Cyperus eragrostis Lamarck, Cyperus dentatus Torrey, Cyperus flavescens Linnaeus"
"Cyperus Lupulinus Subsp. Macilentus", "yes", "18", "Cyperus Linnaeus, Cyperus squarrosus Linnaeus, Cyperus fuscus Linnaeus, Carex pseudocyperus Linnaeus, Cyperus odoratus Linnaeus, Cyperus houghtonii Torrey, Cyperus diandrus Torrey, Cyperus erythrorhizos Muhlenberg, Cyperus bipartitus Torrey, Cyperus schweinitzii Torrey, Cyperus acuminatus Torrey & Hooker ex Torrey, Cyperus lupulinus (Sprengel) Marcks subsp. lupulinus, Cyperus lupulinus (Sprengel) Marcks, Cyperus lupulinus subsp. macilentus (Fernald) Marcks, Cyperus strigosus Linnaeus, Cyperus eragrostis Lamarck, Cyperus dentatus Torrey, Cyperus flavescens Linnaeus"
"Cyrto-Hypnum Minutulum", "no", "0", "NA"
"Cystopteris Bulbifera", "yes", "2", "Cystopteris Bernhardi, Cystopteris fragilis (Linnaeus) Bernhardi"
"Cystopteris Laurentiana", "yes", "2", "Cystopteris Bernhardi, Cystopteris fragilis (Linnaeus) Bernhardi"
"Cystopteris Tenuis", "yes", "2", "Cystopteris Bernhardi, Cystopteris fragilis (Linnaeus) Bernhardi"
"Dennstaedtia Punctilobula", "yes", "2", "Dennstaedtia Bernhardi, Dennstaedtia punctilobula (Michaux) T. Moore"
"Deparia Acrostichoides", "yes", "1", "Deparia Hooker & Greville"
"Dicentra Cucullaria", "yes", "1", "Dicentra Bernhardi"
"Dichanthelium Boreale", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Dichotomum", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Lucidum", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Mattamuskeetense", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Microcarpon", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Nitidum", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Roanokense", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichanthelium Dichotomum Subsp. Yadkinense", "yes", "1", "Dichanthelium (Hitchcock & Chase) Gould"
"Dichelyma Pallescens", "no", "0", "NA"
"Dicranum Condensatum", "no", "0", "NA"
"Dicranum Fulvum", "no", "0", "NA"
"Diphasiastrum Digitatum", "yes", "1", "Diphasiastrum Holub"
"Dirca Palustris", "yes", "2", "Dirca Linnaeus, Dirca palustris Linnaeus"
"Ditrichum Lineare", "no", "0", "NA"
"Ditrichum Pallidum", "no", "0", "NA"
"Doellingeria Umbellata Var. Umbellata", "yes", "1", "Doellingeria Nees"
"Drosera Intermedia", "yes", "7", "Drosera Linnaeus, Drosera rotundifolia Linnaeus, Drosera linearis Goldie, Drosera anglica Hudson, Drosera ×obovata Mertens &  W.D.J. Koch, Drosera filiformis Rafinesque, Drosera intermedia Hayne"
"Drummondia Prorepens", "no", "0", "NA"
"Dryopteris Campyloptera", "yes", "22", "Dryopteris Adanson, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris cristata (Linnaeus) A. Gray, Dryopteris carthusiana (Villars) H.P. Fuchs, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium robertianum (Hoffmann) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman"
"Dryopteris Clintoniana", "yes", "22", "Dryopteris Adanson, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris cristata (Linnaeus) A. Gray, Dryopteris carthusiana (Villars) H.P. Fuchs, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium robertianum (Hoffmann) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman"
"Dryopteris Goldiana", "yes", "22", "Dryopteris Adanson, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris cristata (Linnaeus) A. Gray, Dryopteris carthusiana (Villars) H.P. Fuchs, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium robertianum (Hoffmann) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman"
"Dryopteris Goldieana", "yes", "22", "Dryopteris Adanson, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris cristata (Linnaeus) A. Gray, Dryopteris carthusiana (Villars) H.P. Fuchs, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium robertianum (Hoffmann) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman"
"Dryopteris Intermedia", "yes", "22", "Dryopteris Adanson, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris cristata (Linnaeus) A. Gray, Dryopteris carthusiana (Villars) H.P. Fuchs, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium robertianum (Hoffmann) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman"
"Dryopteris Marginalis", "yes", "22", "Dryopteris Adanson, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris cristata (Linnaeus) A. Gray, Dryopteris carthusiana (Villars) H.P. Fuchs, Gymnocarpium dryopteris (Linnaeus) Newman, Dryopteris expansa (C. Presl) Fraser-Jenkins & Jermy, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium ×brittonianum (Sarvela) Pryer & Haufler, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium robertianum (Hoffmann) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium dryopteris (Linnaeus) Newman, Gymnocarpium disjunctum (Ruprecht) Ching, Gymnocarpium dryopteris (Linnaeus) Newman"
"Echinochloa Muricata Var. Muricata", "yes", "9", "Echinochloa P. Beauvois, Echinochloa frumentacea Link, Echinochloa muricata var. microstachya Wiegand, Echinochloa walteri (Pursh) A. Heller, Echinochloa crus-pavonis var. macera (Wiegand) Gould, Echinochloa crus-galli (Linnaeus) Palisot de Beauvois, Echinochloa crus-pavonis (Kunth) Schultes, Echinochloa muricata (Palisot de Beauvois) Fernald var. muricata, Echinochloa muricata (P. Beauvois) Fernald"
"Echinops Exaltatus", "yes", "3", "Echinops Linnaeus, Echinops sphaerocephalus Linnaeus, Echinops exaltatus Schrader"
"Elatine Minima", "yes", "11", "Elatine Linnaeus, Elatine americana (Pursh) Arnott, Kickxia elatine (Linnaeus) Dumortier, Kickxia elatine (Linnaeus) Dumortier, Elatine brachysperma A. Gray, Elatine triandra Schkuhr, Elatine ojibwayensis Garneau, Elatine minima (Nuttall) Fischer & C.A. Meyer, Elatine hydropiper Linnaeus, Elatine rubella Rydberg, Kickxia elatine (Linnaeus) Dumortier"
"Eleocharis Flavescens", "yes", "2", "Eleocharis R. Brown, Carex duriuscula C.A. Meyer"
"Eleocharis Flavescens Var. Olivacea", "yes", "2", "Eleocharis R. Brown, Carex duriuscula C.A. Meyer"
"Eleocharis Intermedia", "yes", "2", "Eleocharis R. Brown, Carex duriuscula C.A. Meyer"
"Eleocharis Robbinsii", "yes", "2", "Eleocharis R. Brown, Carex duriuscula C.A. Meyer"
"Eleocharis Tenuis", "yes", "2", "Eleocharis R. Brown, Carex duriuscula C.A. Meyer"
"Eleocharis Tenuis Var. Tenuis", "yes", "2", "Eleocharis R. Brown, Carex duriuscula C.A. Meyer"
"Elodea Nuttallii", "yes", "3", "Elodea Michaux, Egeria densa Planchon, Elodea canadensis Michaux"
"Elymus Wiegandii", "yes", "1", "Elymus Linnaeus"
"Entodon Brevisetus", "no", "0", "NA"
"Ephemerum Serratum", "no", "0", "NA"
